SECTOR,AFECTACION,GEOMETRY
Saavedra,Mediano anegamiento,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-58.48409,-34.549597|||-58.484031,-34.549674|||-58.484499,-34.549902|||-58.484846,-34.55007|||-58.485074,-34.550177|||-58.485124,-34.550203|||-58.485632,-34.550464|||-58.485753,-34.550531|||-58.485959,-34.55064|||-58.486302,-34.550817|||-58.48669,-34.551016|||-58.486774,-34.551061|||-58.486645,-34.551228|||-58.486544,-34.551364|||-58.486302,-34.55168|||-58.486188,-34.551831|||-58.486341,-34.551905|||-58.486716,-34.552095|||-58.486969,-34.552222|||-58.487206,-34.552342|||-58.487337,-34.55241|||-58.487816,-34.552654|||-58.487862,-34.552585|||-58.48773,-34.552524|||-58.487355,-34.552335|||-58.487252,-34.552284|||-58.487146,-34.552225|||-58.487205,-34.552141|||-58.487252,-34.552077|||-58.487476,-34.551776|||-58.487662,-34.551526|||-58.487587,-34.551486|||-58.487392,-34.551748|||-58.487161,-34.552064|||-58.487116,-34.552122|||-58.487065,-34.552192|||-58.486755,-34.552034|||-58.486417,-34.551863|||-58.486306,-34.551807|||-58.486406,-34.551675|||-58.486637,-34.551378|||-58.486703,-34.551291|||-58.486798,-34.551166|||-58.486848,-34.551096|||-58.487037,-34.550849|||-58.487314,-34.550486|||-58.487413,-34.550358|||-58.487336,-34.550317|||-58.487207,-34.550486|||-58.486964,-34.550815|||-58.486907,-34.55088|||-58.486845,-34.550851|||-58.486801,-34.550828|||-58.486801,-34.550806|||-58.486475,-34.550637|||-58.486449,-34.550645|||-58.486098,-34.550465|||-58.486042,-34.550434|||-58.486105,-34.550351|||-58.486186,-34.550244|||-58.486411,-34.549953|||-58.486471,-34.549875|||-58.486408,-34.549842|||-58.486362,-34.549903|||-58.48615,-34.550177|||-58.486042,-34.550314|||-58.485977,-34.550396|||-58.485927,-34.550372|||-58.485662,-34.550235|||-58.485262,-34.55003|||-58.485132,-34.549961|||-58.48511,-34.549946|||-58.485144,-34.549901|||-58.485389,-34.54958|||-58.485542,-34.549377|||-58.485477,-34.549342|||-58.48532,-34.549549|||-58.485075,-34.549871|||-58.485046,-34.54991|||-58.485028,-34.549911|||-58.484989,-34.549913|||-58.484956,-34.549915|||-58.484918,-34.549921|||-58.484897,-34.549926|||-58.484837,-34.549942|||-58.484812,-34.549939|||-58.484779,-34.549925|||-58.484566,-34.549828|||-58.48409,-34.549597</coordinates></LinearRing></outerBoundaryIs></Polygon>"
Saavedra,Mediano anegamiento,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-58.487796,-34.551359|||-58.487678,-34.551519|||-58.487978,-34.551608|||-58.488389,-34.551723|||-58.488495,-34.551733|||-58.488526,-34.55173|||-58.488549,-34.551734|||-58.488614,-34.551759|||-58.488668,-34.551673|||-58.488633,-34.551651|||-58.488623,-34.551634|||-58.48862,-34.551611|||-58.488625,-34.551591|||-58.488636,-34.551568|||-58.488661,-34.551533|||-58.488918,-34.551161|||-58.489189,-34.550774|||-58.489472,-34.55036|||-58.489745,-34.549975|||-58.490031,-34.549558|||-58.489953,-34.549528|||-58.489719,-34.549868|||-58.489473,-34.550219|||-58.489443,-34.550261|||-58.489189,-34.550126|||-58.489114,-34.550086|||-58.488914,-34.549979|||-58.488842,-34.549936|||-58.488901,-34.549854|||-58.488946,-34.549793|||-58.489187,-34.549467|||-58.489357,-34.549235|||-58.489285,-34.549195|||-58.489088,-34.549463|||-58.488902,-34.549718|||-58.488833,-34.549814|||-58.488762,-34.5499|||-58.488642,-34.549839|||-58.488472,-34.549749|||-58.488309,-34.549663|||-58.488261,-34.549724|||-58.488443,-34.54982|||-58.488631,-34.549918|||-58.489065,-34.550146|||-58.489138,-34.550185|||-58.489401,-34.550324|||-58.489366,-34.550376|||-58.489157,-34.550678|||-58.488964,-34.550953|||-58.488897,-34.551042|||-58.488824,-34.551008|||-58.488692,-34.550938|||-58.488556,-34.550867|||-58.488296,-34.550732|||-58.488271,-34.550717|||-58.488225,-34.550781|||-58.4885,-34.550924|||-58.488646,-34.551|||-58.488739,-34.551049|||-58.488849,-34.551106|||-58.488827,-34.551139|||-58.488558,-34.551536|||-58.488516,-34.551598|||-58.488155,-34.551471|||-58.488122,-34.551461|||-58.488143,-34.551419|||-58.487928,-34.551352|||-58.487893,-34.5514|||-58.487796,-34.551359</coordinates></LinearRing></outerBoundaryIs></Polygon>"
Saavedra,Mayor anegamiento,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-58.484585,-34.548763|||-58.484463,-34.548699|||-58.483738,-34.548324|||-58.483692,-34.548385|||-58.484421,-34.54876|||-58.48454,-34.548825|||-58.484327,-34.549104|||-58.484269,-34.549182|||-58.484037,-34.549491|||-58.483989,-34.549551|||-58.483728,-34.549412|||-58.483302,-34.549181|||-58.483079,-34.549065|||-58.482932,-34.549265|||-58.482744,-34.549516|||-58.482428,-34.549937|||-58.482345,-34.55005|||-58.482409,-34.550115|||-58.482447,-34.550049|||-58.482538,-34.549929|||-58.482766,-34.550051|||-58.483057,-34.550206|||-58.483365,-34.550373|||-58.483399,-34.550329|||-58.483413,-34.55031|||-58.483088,-34.550137|||-58.48278,-34.549972|||-58.482586,-34.549865|||-58.482642,-34.549791|||-58.482834,-34.549535|||-58.483032,-34.549269|||-58.483108,-34.549167|||-58.483274,-34.549255|||-58.48365,-34.549458|||-58.483941,-34.549615|||-58.483746,-34.549869|||-58.483534,-34.550153|||-58.483399,-34.550329|||-58.483366,-34.550373|||-58.483365,-34.550373|||-58.483265,-34.550503|||-58.48301,-34.550845|||-58.482936,-34.550943|||-58.482884,-34.550946|||-58.482965,-34.551095|||-58.482978,-34.551062|||-58.483132,-34.550857|||-58.483395,-34.550514|||-58.483465,-34.55042|||-58.483847,-34.550616|||-58.484319,-34.550863|||-58.484254,-34.550957|||-58.483949,-34.551352|||-58.483795,-34.551556|||-58.483869,-34.551595|||-58.484054,-34.551352|||-58.484333,-34.550988|||-58.484517,-34.550751|||-58.484702,-34.550509|||-58.484964,-34.550166|||-58.484989,-34.550137|||-58.484911,-34.5501|||-58.484888,-34.550132|||-58.484597,-34.550511|||-58.484449,-34.550706|||-58.484373,-34.550799|||-58.484306,-34.550768|||-58.483892,-34.550556|||-58.483511,-34.550357|||-58.483654,-34.55017|||-58.483983,-34.549739|||-58.48415,-34.549519|||-58.484394,-34.549198|||-58.484449,-34.549125|||-58.484641,-34.548879|||-58.484709,-34.548915|||-58.485205,-34.549194|||-58.485935,-34.549588|||-58.486336,-34.549802|||-58.486504,-34.549894|||-58.486749,-34.550018|||-58.487246,-34.550273|||-58.487562,-34.550433|||-58.487778,-34.550546|||-58.487883,-34.550599|||-58.488152,-34.550738|||-58.487865,-34.55113|||-58.487718,-34.551333|||-58.487635,-34.551293|||-58.48739,-34.551154|||-58.48698,-34.550924|||-58.486847,-34.551097|||-58.487099,-34.551229|||-58.487519,-34.551449|||-58.48767,-34.55153|||-58.487752,-34.55142|||-58.487894,-34.551225|||-58.488168,-34.550858|||-58.488334,-34.55063|||-58.488581,-34.550294|||-58.488738,-34.550078|||-58.488796,-34.550005|||-58.488719,-34.549965|||-58.488668,-34.550034|||-58.488491,-34.550279|||-58.488227,-34.55064|||-58.488199,-34.550677|||-58.488128,-34.550641|||-58.487892,-34.550518|||-58.487723,-34.550431|||-58.487858,-34.550254|||-58.48817,-34.549842|||-58.48837,-34.549584|||-58.488531,-34.549373|||-58.488259,-34.549308|||-58.487657,-34.549165|||-58.486451,-34.548874|||-58.485786,-34.548713|||-58.485105,-34.548549|||-58.484804,-34.548475|||-58.484633,-34.548703|||-58.484585,-34.548763</coordinates></LinearRing></outerBoundaryIs><innerBoundaryIs><LinearRing><coordinates>-58.484682,-34.548814|||-58.484744,-34.548731|||-58.4849,-34.54853|||-58.484911,-34.548529|||-58.485104,-34.548576|||-58.485786,-34.548739|||-58.486152,-34.548829|||-58.486167,-34.548888|||-58.486426,-34.548951|||-58.487148,-34.549126|||-58.487394,-34.549187|||-58.487443,-34.549139|||-58.487652,-34.549191|||-58.488267,-34.549338|||-58.488399,-34.549373|||-58.488408,-34.5494|||-58.488317,-34.549518|||-58.488106,-34.549794|||-58.487784,-34.550212|||-58.487645,-34.550392|||-58.487555,-34.550343|||-58.487106,-34.55011|||-58.486779,-34.549943|||-58.486364,-34.54973|||-58.485936,-34.549502|||-58.485242,-34.549128|||-58.484734,-34.548842|||-58.484682,-34.548814</coordinates></LinearRing></innerBoundaryIs><innerBoundaryIs><LinearRing><coordinates>-58.48468,-34.548814|||-58.484585,-34.548763|||-58.484585,-34.548763|||-58.48468,-34.548814</coordinates></LinearRing></innerBoundaryIs><innerBoundaryIs><LinearRing><coordinates>-58.48468,-34.548814|||-58.484682,-34.548814|||-58.484681,-34.548815|||-58.48468,-34.548814</coordinates></LinearRing></innerBoundaryIs></Polygon>"
Saavedra,Mayor anegamiento,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-58.496469,-34.554486|||-58.496435,-34.554529|||-58.496236,-34.554764|||-58.496168,-34.554847|||-58.49607,-34.554799|||-58.49576,-34.554635|||-58.495538,-34.554518|||-58.495447,-34.554468|||-58.495587,-34.554263|||-58.495823,-34.553927|||-58.49594,-34.553759|||-58.495871,-34.553718|||-58.495754,-34.553886|||-58.495491,-34.554262|||-58.495373,-34.554428|||-58.495182,-34.554328|||-58.494764,-34.554108|||-58.494598,-34.55402|||-58.494226,-34.553824|||-58.493849,-34.553625|||-58.493682,-34.553535|||-58.4936,-34.553493|||-58.493694,-34.553356|||-58.493904,-34.553057|||-58.494061,-34.552833|||-58.494098,-34.552778|||-58.494028,-34.552734|||-58.493994,-34.552785|||-58.4938,-34.553063|||-58.493625,-34.553313|||-58.493526,-34.553455|||-58.493431,-34.553404|||-58.492993,-34.553173|||-58.49277,-34.553056|||-58.492511,-34.552918|||-58.492423,-34.552873|||-58.49187,-34.552579|||-58.491753,-34.552517|||-58.491706,-34.552584|||-58.491831,-34.552647|||-58.492357,-34.552923|||-58.492466,-34.55298|||-58.492559,-34.55303|||-58.492377,-34.553291|||-58.492202,-34.55354|||-58.492093,-34.553694|||-58.492169,-34.553734|||-58.492301,-34.553546|||-58.492484,-34.553284|||-58.492631,-34.553068|||-58.492706,-34.553108|||-58.492964,-34.553243|||-58.493396,-34.553471|||-58.493485,-34.553519|||-58.493361,-34.553693|||-58.493195,-34.553933|||-58.493022,-34.554181|||-58.493065,-34.554204|||-58.493098,-34.55422|||-58.493287,-34.553948|||-58.493453,-34.553708|||-58.493556,-34.553558|||-58.493642,-34.5536|||-58.49384,-34.553704|||-58.494114,-34.553849|||-58.494318,-34.553958|||-58.494406,-34.554004|||-58.494232,-34.554251|||-58.494024,-34.554549|||-58.493942,-34.554665|||-58.494015,-34.554702|||-58.494104,-34.554582|||-58.494325,-34.554265|||-58.494399,-34.554159|||-58.494484,-34.554044|||-58.494563,-34.554086|||-58.49477,-34.554195|||-58.495096,-34.554369|||-58.495329,-34.554494|||-58.495219,-34.554651|||-58.494981,-34.554989|||-58.494871,-34.555141|||-58.494984,-34.555185|||-58.494975,-34.555144|||-58.495086,-34.554977|||-58.495316,-34.554654|||-58.495406,-34.554534|||-58.495484,-34.554575|||-58.495732,-34.554706|||-58.496015,-34.554854|||-58.49612,-34.554914|||-58.496075,-34.554973|||-58.49602,-34.555041|||-58.495913,-34.555149|||-58.495853,-34.555197|||-58.495793,-34.55523|||-58.49576,-34.555243|||-58.495716,-34.555251|||-58.49565,-34.555253|||-58.495559,-34.55525|||-58.495095,-34.555226|||-58.49506,-34.555221|||-58.495023,-34.555201|||-58.494789,-34.555109|||-58.494703,-34.555064|||-58.494058,-34.554725|||-58.493871,-34.554629|||-58.493085,-34.554214|||-58.493065,-34.554204|||-58.493022,-34.554182|||-58.493022,-34.554181|||-58.492188,-34.553745|||-58.492011,-34.553649|||-58.491081,-34.553159|||-58.490241,-34.552713|||-58.489973,-34.553092|||-58.489637,-34.553571|||-58.489926,-34.553716|||-58.490595,-34.554049|||-58.490255,-34.554542|||-58.489958,-34.554966|||-58.490056,-34.554971|||-58.49037,-34.554517|||-58.490667,-34.554087|||-58.49074,-34.554124|||-58.49105,-34.554281|||-58.491136,-34.554325|||-58.491462,-34.554488|||-58.49152,-34.554518|||-58.491566,-34.55445|||-58.491566,-34.55445|||-58.491498,-34.554421|||-58.491066,-34.554203|||-58.490712,-34.554024|||-58.490712,-34.554025|||-58.490712,-34.554024|||-58.490017,-34.553679|||-58.489769,-34.553552|||-58.490065,-34.553119|||-58.490198,-34.552933|||-58.490869,-34.553294|||-58.491049,-34.553389|||-58.490924,-34.55357|||-58.490806,-34.553743|||-58.490657,-34.553963|||-58.490641,-34.553989|||-58.490712,-34.554024|||-58.490712,-34.554024|||-58.490725,-34.554005|||-58.490889,-34.55377|||-58.491034,-34.553559|||-58.491126,-34.553429|||-58.491841,-34.553806|||-58.491969,-34.553873|||-58.49184,-34.554055|||-58.491741,-34.554198|||-58.491603,-34.554395|||-58.491566,-34.55445|||-58.491566,-34.55445|||-58.491566,-34.55445|||-58.491406,-34.55469|||-58.491228,-34.554946|||-58.491171,-34.555024|||-58.491274,-34.55503|||-58.491335,-34.554944|||-58.491521,-34.554667|||-58.491707,-34.554396|||-58.491843,-34.554197|||-58.491944,-34.554047|||-58.492042,-34.553915|||-58.49208,-34.553934|||-58.492934,-34.554381|||-58.493786,-34.554829|||-58.494081,-34.555031|||-58.49425,-34.555158|||-58.494389,-34.555268|||-58.494672,-34.555456|||-58.494887,-34.555578|||-58.495085,-34.555685|||-58.495339,-34.555799|||-58.495487,-34.555846|||-58.495618,-34.555851|||-58.495742,-34.555826|||-58.495856,-34.555805|||-58.495929,-34.55579|||-58.495976,-34.55577|||-58.496005,-34.555747|||-58.496091,-34.555674|||-58.496198,-34.555589|||-58.496281,-34.555519|||-58.496379,-34.555463|||-58.496475,-34.555402|||-58.496541,-34.55535|||-58.496652,-34.555169|||-58.496777,-34.554984|||-58.496965,-34.554715|||-58.497139,-34.554509|||-58.497227,-34.554403|||-58.497161,-34.554368|||-58.497142,-34.554355|||-58.4971,-34.554331|||-58.497078,-34.554319|||-58.497056,-34.554307|||-58.497038,-34.554295|||-58.497022,-34.554286|||-58.497001,-34.554275|||-58.496984,-34.554265|||-58.496966,-34.554253|||-58.496948,-34.554245|||-58.496759,-34.55414|||-58.496697,-34.554218|||-58.496677,-34.55424|||-58.496627,-34.554299|||-58.496558,-34.55438|||-58.496527,-34.554421|||-58.496496,-34.554458|||-58.496469,-34.554486</coordinates></LinearRing></outerBoundaryIs></Polygon>"
Saavedra,Mediano anegamiento,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-58.480703,-34.548963|||-58.480889,-34.549061|||-58.481475,-34.549369|||-58.481671,-34.549474|||-58.481802,-34.549544|||-58.482093,-34.549697|||-58.482461,-34.549892|||-58.482508,-34.549829|||-58.482164,-34.549649|||-58.481833,-34.549474|||-58.48166,-34.549381|||-58.481725,-34.549296|||-58.48192,-34.549035|||-58.482145,-34.548735|||-58.482194,-34.548675|||-58.48227,-34.548715|||-58.482564,-34.548874|||-58.482889,-34.549049|||-58.483033,-34.549127|||-58.483079,-34.549065|||-58.482933,-34.548988|||-58.48259,-34.548805|||-58.482313,-34.548658|||-58.482171,-34.548578|||-58.482068,-34.548702|||-58.482041,-34.548738|||-58.481824,-34.549024|||-58.481642,-34.549266|||-58.481584,-34.549341|||-58.481414,-34.549251|||-58.480931,-34.548998|||-58.480749,-34.548902|||-58.480703,-34.548963</coordinates></LinearRing></outerBoundaryIs></Polygon>"
Saavedra,Mediano anegamiento,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-58.489884,-34.551624|||-58.489788,-34.551576|||-58.489473,-34.552027|||-58.489354,-34.552197|||-58.4893,-34.552204|||-58.489124,-34.552034|||-58.489028,-34.551939|||-58.488993,-34.551872|||-58.488949,-34.551816|||-58.488892,-34.55178|||-58.488877,-34.551776|||-58.488842,-34.551759|||-58.488761,-34.55172|||-58.488697,-34.551798|||-58.488715,-34.551814|||-58.488731,-34.551837|||-58.488733,-34.551857|||-58.488828,-34.552009|||-58.488862,-34.552042|||-58.488888,-34.552067|||-58.489065,-34.552246|||-58.489194,-34.552377|||-58.489202,-34.5524|||-58.489177,-34.552449|||-58.488808,-34.55298|||-58.488758,-34.553045|||-58.488519,-34.552925|||-58.488159,-34.552744|||-58.488115,-34.552808|||-58.487986,-34.552996|||-58.488041,-34.553031|||-58.488105,-34.552941|||-58.488167,-34.552858|||-58.488201,-34.552851|||-58.488477,-34.55299|||-58.488718,-34.55311|||-58.488648,-34.553214|||-58.488368,-34.553619|||-58.488216,-34.553839|||-58.488315,-34.553883|||-58.488473,-34.553652|||-58.488756,-34.553243|||-58.488811,-34.55316|||-58.489086,-34.553298|||-58.489265,-34.553389|||-58.489287,-34.553404|||-58.489298,-34.553422|||-58.489301,-34.553443|||-58.48934,-34.553422|||-58.489328,-34.55339|||-58.489314,-34.55337|||-58.489293,-34.553344|||-58.489276,-34.55333|||-58.489256,-34.553316|||-58.489259,-34.553298|||-58.489119,-34.553229|||-58.488859,-34.553096|||-58.488917,-34.553013|||-58.489266,-34.55251|||-58.489323,-34.552429|||-58.489672,-34.552643|||-58.490107,-34.552901|||-58.490241,-34.552713|||-58.489906,-34.552538|||-58.489643,-34.552399|||-58.489425,-34.552281|||-58.489587,-34.552049|||-58.489881,-34.551625|||-58.489884,-34.551624</coordinates></LinearRing></outerBoundaryIs></Polygon>"
Saavedra,Mediano anegamiento,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-58.490318,-34.552754|||-58.490579,-34.552385|||-58.490787,-34.552097|||-58.490967,-34.552189|||-58.491417,-34.552426|||-58.491638,-34.552547|||-58.491582,-34.552625|||-58.491348,-34.552955|||-58.491173,-34.553207|||-58.491249,-34.553248|||-58.491429,-34.552986|||-58.491643,-34.552676|||-58.491753,-34.552517|||-58.491395,-34.552328|||-58.490741,-34.55198|||-58.490467,-34.552385|||-58.490241,-34.552713|||-58.490318,-34.552754</coordinates></LinearRing></outerBoundaryIs></Polygon>"
Saavedra,Mediano anegamiento,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-58.493182,-34.552289|||-58.493106,-34.552252|||-58.492988,-34.552419|||-58.492813,-34.552672|||-58.492604,-34.552968|||-58.492676,-34.553005|||-58.492918,-34.552661|||-58.493085,-34.552421|||-58.493182,-34.552289</coordinates></LinearRing></outerBoundaryIs></Polygon>"
Saavedra,Mediano anegamiento,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-58.495026,-34.55326|||-58.494954,-34.553221|||-58.494856,-34.553362|||-58.494673,-34.553625|||-58.494498,-34.553875|||-58.494449,-34.553943|||-58.494523,-34.55398|||-58.494581,-34.553899|||-58.49464,-34.553816|||-58.494763,-34.553636|||-58.494943,-34.553379|||-58.495026,-34.55326</coordinates></LinearRing></outerBoundaryIs></Polygon>"
Saavedra,Mediano anegamiento,"<MultiGeometry><Polygon><outerBoundaryIs><LinearRing><coordinates>-58.49192,-34.555761|||-58.491857,-34.555853|||-58.491774,-34.555975|||-58.491668,-34.556131|||-58.49163,-34.556186|||-58.491554,-34.556298|||-58.491446,-34.556454|||-58.491424,-34.556483|||-58.491504,-34.556519|||-58.49153,-34.556477|||-58.491653,-34.556298|||-58.49176,-34.556144|||-58.491875,-34.555977|||-58.491945,-34.555874|||-58.492004,-34.555802|||-58.492075,-34.555839|||-58.492083,-34.55583|||-58.492116,-34.555787|||-58.492124,-34.555775|||-58.492043,-34.555735|||-58.492093,-34.555659|||-58.492272,-34.555403|||-58.492353,-34.555281|||-58.492382,-34.555249|||-58.492409,-34.555237|||-58.492458,-34.555239|||-58.492971,-34.555267|||-58.493022,-34.555279|||-58.493066,-34.555293|||-58.493095,-34.555306|||-58.493308,-34.555422|||-58.493377,-34.55546|||-58.493332,-34.555523|||-58.493174,-34.555753|||-58.493029,-34.555964|||-58.492902,-34.556145|||-58.49283,-34.556115|||-58.492726,-34.556066|||-58.492376,-34.555897|||-58.492124,-34.555775|||-58.492116,-34.555787|||-58.492099,-34.55581|||-58.492083,-34.55583|||-58.492076,-34.555839|||-58.492341,-34.555965|||-58.492723,-34.556148|||-58.492777,-34.556174|||-58.492952,-34.556257|||-58.493004,-34.556183|||-58.493035,-34.556138|||-58.493162,-34.555954|||-58.493274,-34.555787|||-58.493394,-34.555615|||-58.493574,-34.555354|||-58.493746,-34.555089|||-58.493881,-34.554895|||-58.49381,-34.554845|||-58.493775,-34.554898|||-58.493649,-34.55508|||-58.49361,-34.555126|||-58.493517,-34.555122|||-58.493198,-34.555107|||-58.492887,-34.555092|||-58.492835,-34.555092|||-58.492601,-34.554972|||-58.492593,-34.554941|||-58.492673,-34.554829|||-58.492935,-34.554454|||-58.492976,-34.554401|||-58.492894,-34.55436|||-58.492852,-34.554426|||-58.492597,-34.554793|||-58.492517,-34.5549|||-58.49247,-34.554907|||-58.492433,-34.554891|||-58.492232,-34.554788|||-58.49164,-34.554492|||-58.491596,-34.554557|||-58.492154,-34.554836|||-58.492365,-34.554941|||-58.492416,-34.554985|||-58.492412,-34.55503|||-58.492392,-34.555061|||-58.492351,-34.555083|||-58.492048,-34.555069|||-58.491638,-34.555049|||-58.491396,-34.555038|||-58.49113,-34.555022|||-58.490904,-34.555012|||-58.490196,-34.554978|||-58.489918,-34.554965|||-58.489957,-34.555093|||-58.490013,-34.555095|||-58.490556,-34.555122|||-58.49059,-34.555129|||-58.491232,-34.555437|||-58.491918,-34.555762|||-58.491919,-34.555761|||-58.491927,-34.555753|||-58.491963,-34.555702|||-58.491284,-34.55538|||-58.490998,-34.555238|||-58.490915,-34.555192|||-58.490825,-34.555145|||-58.490899,-34.555146|||-58.491007,-34.555148|||-58.491031,-34.555154|||-58.491048,-34.555192|||-58.491013,-34.555246|||-58.491137,-34.555306|||-58.491129,-34.555283|||-58.491126,-34.555248|||-58.491134,-34.555214|||-58.491157,-34.55518|||-58.491203,-34.555157|||-58.49128,-34.55516|||-58.491608,-34.555176|||-58.492167,-34.555204|||-58.492196,-34.55521|||-58.492233,-34.555219|||-58.492255,-34.555243|||-58.492254,-34.555282|||-58.492171,-34.555403|||-58.491984,-34.555674|||-58.491927,-34.555753|||-58.491924,-34.555758|||-58.49192,-34.555761</coordinates></LinearRing></outerBoundaryIs></Polygon><Polygon><outerBoundaryIs><LinearRing><coordinates>-58.49192,-34.55576|||-58.491919,-34.555761|||-58.491918,-34.555762|||-58.49192,-34.555761|||-58.49192,-34.55576</coordinates></LinearRing></outerBoundaryIs></Polygon><Polygon><outerBoundaryIs><LinearRing><coordinates>-58.491924,-34.555758|||-58.491921,-34.555759|||-58.49192,-34.55576|||-58.491924,-34.555758</coordinates></LinearRing></outerBoundaryIs></Polygon></MultiGeometry>"
